ID_PERSONA,ID_EMPRESA,MONTO,FECHA
43,6,3571,2021-01-22
74,7,1285,2021-01-22
28,5,4438,2021-01-22
70,10,1737,2021-01-22
4,6,3555,2021-01-22
44,9,643,2021-01-22
46,5,4056,2021-01-22
75,7,1377,2021-01-22
69,10,4486,2021-01-22
55,3,4242,2021-01-22
60,9,596,2021-01-22
20,7,1884,2021-01-22
55,4,2634,2021-01-22
66,8,2836,2021-01-22
25,9,1995,2021-01-22
28,2,3073,2021-01-22
27,10,3974,2021-01-22
66,5,2762,2021-01-22
61,10,1075,2021-01-22
37,3,3171,2021-01-22
79,7,4295,2021-01-22
19,3,1367,2021-01-22
92,1,891,2021-01-22
59,9,2031,2021-01-22
25,5,1003,2021-01-22
77,1,1439,2021-01-22
95,8,4187,2021-01-22
90,6,2839,2021-01-22
88,6,2916,2021-01-22
1,8,254,2021-01-22
56,3,2111,2021-01-22
21,9,1774,2021-01-22
9,3,2910,2021-01-22
66,5,4186,2021-01-22
45,4,3569,2021-01-22
29,6,3395,2021-01-22
42,3,1701,2021-01-22
8,9,3248,2021-01-22
98,8,4333,2021-01-22
8,3,768,2021-01-22
16,3,2963,2021-01-22
57,1,915,2021-01-22
83,1,3905,2021-01-22
36,10,1617,2021-01-22
32,2,2545,2021-01-22
43,3,1776,2021-01-22
11,5,4483,2021-01-22
35,2,859,2021-01-22
42,4,4452,2021-01-22
4,7,1848,2021-01-22
16,8,2067,2021-01-22
91,9,3990,2021-01-22
33,10,410,2021-01-22
79,7,4177,2021-01-22
81,1,4143,2021-01-22
40,8,4306,2021-01-22
29,9,755,2021-01-22
83,3,2220,2021-01-22
86,5,1101,2021-01-22
13,4,2230,2021-01-22
42,4,4313,2021-01-22
35,7,1049,2021-01-22
16,9,404,2021-01-22
56,10,1373,2021-01-22
37,1,1743,2021-01-22
50,9,1140,2021-01-22
54,9,3424,2021-01-22
97,4,2938,2021-01-22
93,3,4285,2021-01-22
74,8,3637,2021-01-22
56,5,4198,2021-01-22
93,5,4115,2021-01-22
5,4,562,2021-01-22
13,6,3054,2021-01-22
35,7,402,2021-01-22
19,9,3717,2021-01-22
36,9,811,2021-01-22
12,1,2866,2021-01-22
18,1,3557,2021-01-22
11,1,3153,2021-01-22
94,6,3065,2021-01-22
47,5,3093,2021-01-22
5,3,1232,2021-01-22
71,5,1809,2021-01-22
32,8,942,2021-01-22
93,4,4150,2021-01-22
13,8,3357,2021-01-22
80,6,2784,2021-01-22
45,8,3712,2021-01-22
23,1,3682,2021-01-22
45,7,3923,2021-01-22
67,7,2264,2021-01-22
16,1,2229,2021-01-22
1,7,508,2021-01-22
57,3,3163,2021-01-22
37,5,294,2021-01-22
73,2,311,2021-01-22
13,10,2352,2021-01-22
45,2,1550,2021-01-22
5,9,1159,2021-01-22
30,4,1557,2021-01-22
100,9,4172,2021-01-22
63,5,974,2021-01-22
62,7,1101,2021-01-22
36,4,1582,2021-01-22
97,10,1922,2021-01-22
1,10,1954,2021-01-22
94,8,870,2021-01-22
65,3,4113,2021-01-22
2,9,3328,2021-01-22
28,1,4167,2021-01-22
58,2,850,2021-01-22
7,1,1212,2021-01-22
78,7,1996,2021-01-22
86,7,3926,2021-01-22
80,4,1559,2021-01-22
21,7,4219,2021-01-22
81,1,825,2021-01-22
88,4,4058,2021-01-22
48,5,3612,2021-01-22
33,4,382,2021-01-22
66,5,2422,2021-01-22
53,7,3426,2021-01-22
80,9,3852,2021-01-22
100,6,3471,2021-01-22
25,6,3384,2021-01-22
37,9,4154,2021-01-22
23,6,2447,2021-01-22
95,3,3968,2021-01-22
24,9,950,2021-01-22
32,1,1236,2021-01-22
36,9,878,2021-01-22
12,6,1392,2021-01-22
41,1,3844,2021-01-22
1,2,1287,2021-01-22
58,5,829,2021-01-22
24,10,4139,2021-01-22
64,4,3297,2021-01-22
5,2,1309,2021-01-22
29,7,493,2021-01-22
82,5,3571,2021-01-22
55,6,3775,2021-01-22
5,7,1332,2021-01-22
33,8,2783,2021-01-22
89,6,3147,2021-01-22
19,5,4053,2021-01-22
51,10,2621,2021-01-22
20,3,1563,2021-01-22
74,3,1107,2021-01-22
78,5,1862,2021-01-22
86,1,3447,2021-01-22
61,5,3367,2021-01-22
68,6,1294,2021-01-22
10,8,2493,2021-01-22
100,9,211,2021-01-22
26,10,1412,2021-01-22
85,8,3011,2021-01-22
46,10,2326,2021-01-22
56,3,2575,2021-01-22
17,3,330,2021-01-22
66,9,3756,2021-01-22
81,2,3638,2021-01-22
14,8,1488,2021-01-22
40,10,758,2021-01-22
13,8,2053,2021-01-22
37,3,2747,2021-01-22
60,10,1701,2021-01-22
54,8,2111,2021-01-22
16,6,3481,2021-01-22
54,1,1788,2021-01-22
100,2,2437,2021-01-22
14,8,4041,2021-01-22
38,4,3395,2021-01-22
57,5,294,2021-01-22
22,1,1724,2021-01-22
38,2,2034,2021-01-22
39,6,1716,2021-01-22
20,2,376,2021-01-22
93,1,241,2021-01-22
79,5,661,2021-01-22
84,9,1239,2021-01-22
30,1,3441,2021-01-22
43,2,3482,2021-01-22
70,8,4162,2021-01-22
8,5,3369,2021-01-22
13,7,973,2021-01-22
60,3,1760,2021-01-22
47,10,1380,2021-01-22
11,2,1232,2021-01-22
7,3,1779,2021-01-22
52,2,3256,2021-01-22
58,10,1623,2021-01-22
65,10,1508,2021-01-22
42,10,3694,2021-01-22
42,5,743,2021-01-22
1,5,1439,2021-01-22
95,5,650,2021-01-22
87,6,2235,2021-01-22
33,5,2276,2021-01-22
26,5,3096,2021-01-22
57,2,3650,2021-01-22
80,9,1680,2021-01-22
71,3,1744,2021-01-22
7,10,4348,2021-01-22
99,10,1787,2021-01-22
19,2,728,2021-01-22
48,10,648,2021-01-22
77,4,1399,2021-01-22
64,9,1660,2021-01-22
33,9,654,2021-01-22
25,8,597,2021-01-22
42,10,544,2021-01-22
66,10,2061,2021-01-22
95,6,3870,2021-01-22
83,4,3562,2021-01-22
76,8,1676,2021-01-22
49,7,4446,2021-01-22
50,5,4322,2021-01-22
10,10,543,2021-01-22
36,4,647,2021-01-22
27,3,3125,2021-01-22
64,5,4421,2021-01-22
31,10,1171,2021-01-22
88,9,3242,2021-01-22
75,4,4048,2021-01-22
86,8,2833,2021-01-22
50,9,1651,2021-01-22
55,8,862,2021-01-22
59,1,4091,2021-01-22
35,3,4467,2021-01-22
9,8,512,2021-01-22
8,9,3208,2021-01-22
91,4,3305,2021-01-22
93,4,3350,2021-01-22
25,1,2518,2021-01-22
94,2,2614,2021-01-22
46,4,3379,2021-01-22
73,5,3210,2021-01-22
3,9,1060,2021-01-22
57,3,804,2021-01-22
4,4,286,2021-01-22
28,3,4360,2021-01-22
5,6,4344,2021-01-22
90,1,2770,2021-01-22
87,2,2873,2021-01-22
96,3,1548,2021-01-22
92,5,3087,2021-01-22
96,4,2855,2021-01-22
93,1,1186,2021-01-22
5,9,4208,2021-01-22
43,2,3162,2021-01-22
38,9,3829,2021-01-22
98,2,3743,2021-01-22
15,3,4171,2021-01-22
92,2,2680,2021-01-22
11,6,600,2021-01-22
36,4,3729,2021-01-22
64,5,3645,2021-01-22
7,8,1748,2021-01-22
26,1,442,2021-01-22
55,1,424,2021-01-22
10,5,3877,2021-01-22
44,3,1296,2021-01-22
90,2,3580,2021-01-22
28,5,2514,2021-01-22
30,4,2477,2021-01-22
39,5,1141,2021-01-22
2,2,3924,2021-01-22
57,8,1774,2021-01-22
38,6,2127,2021-01-22
3,5,2327,2021-01-22
78,4,797,2021-01-22
43,6,1806,2021-01-22
50,7,243,2021-01-22
32,8,4008,2021-01-22
87,8,3754,2021-01-22
46,5,1557,2021-01-22
99,5,2168,2021-01-22
75,10,581,2021-01-22
78,7,646,2021-01-22
58,8,1915,2021-01-22
30,9,1716,2021-01-22
82,6,3255,2021-01-22
8,10,1649,2021-01-22
53,6,2832,2021-01-22
6,3,3572,2021-01-22
51,9,1270,2021-01-22
99,5,763,2021-01-22
87,6,2316,2021-01-22
26,3,2043,2021-01-22
19,5,1194,2021-01-22
40,1,512,2021-01-22
74,1,3011,2021-01-22
75,10,1156,2021-01-22
71,3,3309,2021-01-22
93,9,4481,2021-01-22
46,10,750,2021-01-22
44,8,831,2021-01-22
78,9,2236,2021-01-22
50,5,1170,2021-01-22
21,2,3377,2021-01-22
43,7,1157,2021-01-22
3,8,3284,2021-01-22
98,7,4210,2021-01-22
100,4,2608,2021-01-22
80,3,1525,2021-01-22
48,9,3155,2021-01-22
76,9,2138,2021-01-22
55,2,3840,2021-01-22
100,8,2942,2021-01-22
70,9,1386,2021-01-22
98,5,1361,2021-01-22
3,3,1165,2021-01-22
36,5,3928,2021-01-22
49,3,224,2021-01-22
85,8,3248,2021-01-22
23,6,753,2021-01-22
69,7,2678,2021-01-22
52,9,2302,2021-01-22
97,6,1743,2021-01-22
22,10,3563,2021-01-22
62,5,543,2021-01-22
49,1,3437,2021-01-22
44,4,2480,2021-01-22
98,6,1921,2021-01-22
13,2,2821,2021-01-22
30,4,3002,2021-01-22
56,10,903,2021-01-22
32,5,3503,2021-01-22
29,6,1105,2021-01-22
92,7,1241,2021-01-22
94,2,1860,2021-01-22
8,8,459,2021-01-22
52,5,514,2021-01-22
38,5,4242,2021-01-22
45,6,3716,2021-01-22
72,9,510,2021-01-22
47,9,1408,2021-01-22
58,3,1967,2021-01-22
19,10,2372,2021-01-22
21,3,3726,2021-01-22
66,2,1194,2021-01-22
55,3,3243,2021-01-22
5,7,4084,2021-01-22
90,1,2945,2021-01-22
94,4,3979,2021-01-22
54,8,4402,2021-01-22
18,3,1893,2021-01-22
8,4,2021,2021-01-22
75,8,1443,2021-01-22
49,6,2083,2021-01-22
7,8,3955,2021-01-22
32,10,2686,2021-01-22
72,3,482,2021-01-22
73,9,2205,2021-01-22
66,6,578,2021-01-22
39,6,3327,2021-01-22
64,1,2604,2021-01-22
66,10,1925,2021-01-22
48,2,2982,2021-01-22
20,10,908,2021-01-22
97,4,2086,2021-01-22
54,7,3310,2021-01-22
13,10,1105,2021-01-22
7,7,1138,2021-01-22
92,2,4394,2021-01-22
70,1,888,2021-01-22
37,10,2677,2021-01-22
25,10,2564,2021-01-22
90,8,2939,2021-01-22
11,2,4389,2021-01-22
12,9,1734,2021-01-22
51,3,913,2021-01-22
8,1,3472,2021-01-22
29,4,910,2021-01-22
46,4,1039,2021-01-22
87,9,3354,2021-01-22
61,3,1557,2021-01-22
92,2,995,2021-01-22
29,3,1232,2021-01-22
2,3,2246,2021-01-22
40,7,518,2021-01-22
83,5,977,2021-01-22
100,1,4157,2021-01-22
39,5,1442,2021-01-22
93,10,3154,2021-01-22
93,1,2366,2021-01-22
76,1,2304,2021-01-22
34,4,3717,2021-01-22
47,4,1939,2021-01-22
71,5,3463,2021-01-22
29,4,676,2021-01-22
48,10,4085,2021-01-22
4,1,3720,2021-01-22
35,3,2842,2021-01-22
73,9,1094,2021-01-22
91,9,1281,2021-01-22
81,2,3862,2021-01-22
46,9,597,2021-01-22
1,8,249,2021-01-22
19,9,3950,2021-01-22
11,6,3878,2021-01-22
79,3,1489,2021-01-22
64,7,1290,2021-01-22
79,4,1891,2021-01-22
10,9,3497,2021-01-22
37,10,374,2021-01-22
49,7,2275,2021-01-22
43,1,2668,2021-01-22
47,5,2970,2021-01-22
72,5,1970,2021-01-22
91,4,810,2021-01-22
66,8,2251,2021-01-22
2,3,3694,2021-01-22
46,10,331,2021-01-22
29,3,3059,2021-01-22
77,4,2535,2021-01-22
60,2,732,2021-01-22
60,3,3658,2021-01-22
35,2,2693,2021-01-22
88,6,1275,2021-01-22
67,4,737,2021-01-22
19,7,2974,2021-01-22
94,6,3317,2021-01-22
60,7,3698,2021-01-22
41,6,1831,2021-01-22
62,2,2322,2021-01-22
5,4,2287,2021-01-22
93,1,1194,2021-01-22
70,10,1672,2021-01-22
68,2,301,2021-01-22
79,2,2107,2021-01-22
63,1,2089,2021-01-22
17,7,1725,2021-01-22
75,2,2631,2021-01-22
98,7,4447,2021-01-22
14,10,1272,2021-01-22
67,3,1892,2021-01-22
7,9,1654,2021-01-22
22,5,920,2021-01-22
78,8,2324,2021-01-22
37,8,4228,2021-01-22
85,5,405,2021-01-22
70,10,1327,2021-01-22
32,7,4014,2021-01-22
62,1,3173,2021-01-22
49,3,4415,2021-01-22
62,8,3438,2021-01-22
27,7,4453,2021-01-22
7,6,1950,2021-01-22
15,5,464,2021-01-22
94,2,4211,2021-01-22
53,1,2204,2021-01-22
74,7,1069,2021-01-22
90,6,1561,2021-01-22
31,10,2783,2021-01-22
100,2,1970,2021-01-22
76,6,2809,2021-01-22
19,1,2199,2021-01-22
74,5,1757,2021-01-22
90,8,4136,2021-01-22
89,2,3051,2021-01-22
26,1,1817,2021-01-22
1,4,1738,2021-01-22
26,8,2354,2021-01-22
12,8,1109,2021-01-22
28,1,2026,2021-01-22
39,8,2174,2021-01-22
65,8,1166,2021-01-22
99,1,2055,2021-01-22
92,4,238,2021-01-22
19,5,1692,2021-01-22
69,8,3604,2021-01-22
86,9,1697,2021-01-22
2,3,2066,2021-01-22
76,4,1290,2021-01-22
51,5,233,2021-01-22
12,1,3682,2021-01-22
84,1,1055,2021-01-22
27,8,1006,2021-01-22
40,10,3207,2021-01-22
67,2,1402,2021-01-22
40,8,375,2021-01-22
15,5,2966,2021-01-22
85,8,1943,2021-01-22
9,8,2629,2021-01-22
19,2,3653,2021-01-22
19,1,1159,2021-01-22
60,3,1937,2021-01-22
25,3,1212,2021-01-22
31,1,465,2021-01-22
83,2,4306,2021-01-22
22,7,1161,2021-01-22
70,6,2429,2021-01-22
12,1,1508,2021-01-22
4,2,2112,2021-01-22
91,7,4372,2021-01-22
58,1,504,2021-01-22
40,6,2600,2021-01-22
90,2,1516,2021-01-22
59,7,3674,2021-01-22
37,6,949,2021-01-22
13,3,2077,2021-01-22
44,9,1048,2021-01-22
56,4,3879,2021-01-22
84,3,1187,2021-01-22
57,1,3171,2021-01-22
1,10,1756,2021-01-22
72,9,4455,2021-01-22
69,2,1396,2021-01-22
67,3,2196,2021-01-22
22,3,1640,2021-01-22
5,2,703,2021-01-22
77,2,2886,2021-01-22
92,6,1047,2021-01-22
4,6,3654,2021-01-22
1,3,2454,2021-01-22
28,3,1446,2021-01-22
34,6,3765,2021-01-22
59,10,1435,2021-01-22
32,6,1243,2021-01-22
33,4,1161,2021-01-22
51,1,327,2021-01-22
33,6,1096,2021-01-22
43,9,2405,2021-01-22
21,8,1178,2021-01-22
6,4,3744,2021-01-22
81,8,1674,2021-01-22
46,9,4455,2021-01-22
69,6,2342,2021-01-22
72,10,2933,2021-01-22
4,4,4429,2021-01-22
26,7,3694,2021-01-22
58,7,3063,2021-01-22
19,1,969,2021-01-22
95,10,398,2021-01-22
96,3,2619,2021-01-22
1,1,1505,2021-01-22
19,1,1904,2021-01-22
71,6,1271,2021-01-22
72,7,1507,2021-01-22
10,8,818,2021-01-22
25,1,1299,2021-01-22
45,8,1869,2021-01-22
9,6,637,2021-01-22
63,10,579,2021-01-22
31,2,1652,2021-01-22
72,4,3124,2021-01-22
98,6,1912,2021-01-22
62,1,3433,2021-01-22
58,6,4032,2021-01-22
34,8,564,2021-01-22
15,10,3394,2021-01-22
40,4,1400,2021-01-22
53,3,2556,2021-01-22
47,3,3240,2021-01-22
40,8,750,2021-01-22
28,6,3895,2021-01-22
12,4,1566,2021-01-22
93,3,2199,2021-01-22
17,1,1273,2021-01-22
43,6,4137,2021-01-22
69,5,1914,2021-01-22
66,3,864,2021-01-22
73,6,1131,2021-01-22
59,7,951,2021-01-22
41,3,3035,2021-01-22
10,1,807,2021-01-22
65,5,3787,2021-01-22
24,8,2406,2021-01-22
4,3,2033,2021-01-22
13,3,2687,2021-01-22
45,2,1853,2021-01-22
44,7,3612,2021-01-22
35,10,3423,2021-01-22
46,1,4347,2021-01-22
30,8,2433,2021-01-22
42,7,2803,2021-01-22
63,1,3909,2021-01-22
35,7,711,2021-01-22
92,4,1906,2021-01-22
39,2,223,2021-01-22
53,1,811,2021-01-22
39,6,1128,2021-01-22
95,6,3320,2021-01-22
89,2,3010,2021-01-22
41,4,1944,2021-01-22
30,10,1884,2021-01-22
99,9,721,2021-01-22
1,6,4052,2021-01-22
51,7,2281,2021-01-22
34,4,914,2021-01-22
97,10,810,2021-01-22
54,1,4401,2021-01-22
73,1,3209,2021-01-22
33,9,1488,2021-01-22
86,9,1977,2021-01-22
85,7,1211,2021-01-22
11,7,1277,2021-01-22
97,10,2126,2021-01-22
61,10,1514,2021-01-22
76,8,1642,2021-01-22
36,1,3521,2021-01-22
51,3,2433,2021-01-22
9,4,1578,2021-01-22
81,9,3792,2021-01-22
96,1,4470,2021-01-22
46,1,267,2021-01-22
91,4,700,2021-01-22
12,2,4421,2021-01-22
82,9,4353,2021-01-22
11,10,3927,2021-01-22
9,6,2913,2021-01-22
65,9,1574,2021-01-22
6,10,1460,2021-01-22
66,8,4306,2021-01-22
96,9,2462,2021-01-22
12,10,1968,2021-01-22
9,2,4303,2021-01-22
39,5,596,2021-01-22
16,10,1535,2021-01-22
32,8,3402,2021-01-22
89,9,3290,2021-01-22
24,4,3880,2021-01-22
95,1,2956,2021-01-22
75,10,1882,2021-01-22
12,3,647,2021-01-22
98,9,1167,2021-01-22
95,9,3921,2021-01-22
92,1,2913,2021-01-22
86,6,3297,2021-01-22
44,10,803,2021-01-22
99,3,4297,2021-01-22
35,4,2452,2021-01-22
83,4,3060,2021-01-22
65,2,1844,2021-01-22
25,8,2833,2021-01-22
7,5,651,2021-01-22
78,10,4298,2021-01-22
36,9,4254,2021-01-22
88,3,2867,2021-01-22
6,1,2346,2021-01-22
2,7,3604,2021-01-22
29,2,2462,2021-01-22
98,4,761,2021-01-22
19,7,720,2021-01-22
86,3,2965,2021-01-22
72,7,1592,2021-01-22
94,10,613,2021-01-22
61,1,3498,2021-01-22
76,6,2291,2021-01-22
3,6,2740,2021-01-22
63,10,491,2021-01-22
34,6,986,2021-01-22
54,7,534,2021-01-22
94,6,248,2021-01-22
92,4,3006,2021-01-22
20,1,2644,2021-01-22
62,6,1099,2021-01-22
32,2,888,2021-01-22
51,4,221,2021-01-22
100,6,2252,2021-01-22
15,3,717,2021-01-22
87,9,4482,2021-01-22
20,5,2166,2021-01-22
88,4,1546,2021-01-22
33,2,790,2021-01-22
66,10,3028,2021-01-22
34,3,4068,2021-01-22
100,2,1121,2021-01-22
70,4,2494,2021-01-22
56,4,2890,2021-01-22
88,2,1874,2021-01-22
26,5,960,2021-01-22
4,9,3959,2021-01-22
79,9,3286,2021-01-22
5,3,4007,2021-01-22
97,6,2648,2021-01-22
95,8,4356,2021-01-22
48,4,2114,2021-01-22
64,3,2889,2021-01-22
70,5,665,2021-01-22
22,4,2772,2021-01-22
1,6,4413,2021-01-22
35,1,1063,2021-01-22
80,8,2997,2021-01-22
16,9,4414,2021-01-22
20,1,3042,2021-01-22
3,1,2442,2021-01-22
43,1,3041,2021-01-22
17,10,3625,2021-01-22
54,5,1647,2021-01-22
14,1,4128,2021-01-22
28,10,3132,2021-01-22
70,1,3797,2021-01-22
68,10,3610,2021-01-22
85,8,2710,2021-01-22
63,10,3430,2021-01-22
97,7,1795,2021-01-22
56,3,725,2021-01-22
33,8,1959,2021-01-22
57,4,1540,2021-01-22
11,6,4130,2021-01-22
30,8,2834,2021-01-22
37,8,3762,2021-01-22
94,8,2138,2021-01-22
38,6,2271,2021-01-22
82,3,2683,2021-01-22
81,1,2269,2021-01-22
8,3,1678,2021-01-22
21,10,2930,2021-01-22
28,1,3590,2021-01-22
85,7,3603,2021-01-22
90,9,3484,2021-01-22
8,5,872,2021-01-22
2,7,799,2021-01-22
9,1,2320,2021-01-22
29,8,3661,2021-01-22
23,6,2209,2021-01-22
73,7,4393,2021-01-22
25,4,1834,2021-01-22
45,4,2264,2021-01-22
5,4,3100,2021-01-22
30,6,280,2021-01-22
16,9,2240,2021-01-22
45,6,1460,2021-01-22
8,7,973,2021-01-22
14,1,3954,2021-01-22
55,4,3171,2021-01-22
77,6,3193,2021-01-22
35,10,1489,2021-01-22
97,2,568,2021-01-22
63,1,1743,2021-01-22
3,6,4397,2021-01-22
15,4,1150,2021-01-22
17,7,2107,2021-01-22
16,10,2984,2021-01-22
76,10,3689,2021-01-22
75,2,4337,2021-01-22
18,2,4428,2021-01-22
63,3,515,2021-01-22
11,1,2069,2021-01-22
25,4,531,2021-01-22
79,7,4431,2021-01-22
17,4,2086,2021-01-22
53,10,1268,2021-01-22
12,4,3481,2021-01-22
64,3,2793,2021-01-22
87,8,1280,2021-01-22
33,1,2835,2021-01-22
99,10,1339,2021-01-22
5,9,2768,2021-01-22
80,6,1588,2021-01-22
31,2,1424,2021-01-22
69,6,3518,2021-01-22
3,2,4398,2021-01-22
14,5,2393,2021-01-22
19,7,4170,2021-01-22
12,6,1369,2021-01-22
74,5,3875,2021-01-22
59,8,2653,2021-01-22
30,2,847,2021-01-22
28,8,4417,2021-01-22
3,1,3370,2021-01-22
83,4,463,2021-01-22
68,9,4006,2021-01-22
99,10,1892,2021-01-22
7,5,1982,2021-01-22
68,2,2622,2021-01-22
60,3,2955,2021-01-22
89,3,413,2021-01-22
34,1,2356,2021-01-22
72,9,2482,2021-01-22
43,9,476,2021-01-22
2,4,426,2021-01-22
40,7,3238,2021-01-22
59,3,503,2021-01-22
78,6,3303,2021-01-22
64,4,2656,2021-01-22
51,4,1884,2021-01-22
38,9,2649,2021-01-22
62,2,784,2021-01-22
29,4,3490,2021-01-22
42,1,2252,2021-01-22
61,1,1900,2021-01-22
85,5,857,2021-01-22
98,3,4332,2021-01-22
49,9,2630,2021-01-22
52,10,4398,2021-01-22
79,3,2402,2021-01-22
96,8,2990,2021-01-22
74,2,2883,2021-01-22
53,8,2942,2021-01-22
6,3,4206,2021-01-22
60,6,681,2021-01-22
43,7,3965,2021-01-22
55,1,821,2021-01-22
74,1,936,2021-01-22
69,7,4107,2021-01-22
75,10,2463,2021-01-22
68,10,1875,2021-01-22
40,3,352,2021-01-22
40,4,3890,2021-01-22
96,9,4154,2021-01-22
57,9,2974,2021-01-22
100,1,1596,2021-01-22
25,8,1046,2021-01-22
6,4,3095,2021-01-22
83,9,776,2021-01-22
36,9,3277,2021-01-22
2,2,1546,2021-01-22
90,3,3667,2021-01-22
92,5,3392,2021-01-22
55,1,3165,2021-01-22
58,3,1183,2021-01-22
39,1,308,2021-01-22
1,8,1331,2021-01-22
4,10,1572,2021-01-22
89,2,1709,2021-01-22
73,5,2635,2021-01-22
19,9,1315,2021-01-22
88,4,1398,2021-01-22
63,7,282,2021-01-22
53,8,929,2021-01-22
24,9,542,2021-01-22
