ID_PERSONA,ID_EMPRESA,MONTO,FECHA
6,7,1964,21-01-2021
10,3,3496,21-01-2021
16,8,2499,21-01-2021
38,2,1884,21-01-2021
74,5,2177,21-01-2021
29,4,537,21-01-2021
38,2,2788,21-01-2021
28,10,2175,21-01-2021
43,8,341,21-01-2021
62,5,1327,21-01-2021
95,5,3317,21-01-2021
14,10,2670,21-01-2021
6,2,3464,21-01-2021
65,6,3359,21-01-2021
24,10,1395,21-01-2021
13,1,788,21-01-2021
9,6,1160,21-01-2021
78,7,2140,21-01-2021
24,4,650,21-01-2021
42,9,1200,21-01-2021
7,9,642,21-01-2021
99,4,2266,21-01-2021
31,5,2536,21-01-2021
60,7,257,21-01-2021
25,7,272,21-01-2021
23,3,3157,21-01-2021
96,2,2302,21-01-2021
69,5,1363,21-01-2021
26,3,2415,21-01-2021
39,8,2491,21-01-2021
84,7,2943,21-01-2021
97,2,3212,21-01-2021
38,7,2509,21-01-2021
24,4,1665,21-01-2021
44,7,455,21-01-2021
35,8,3058,21-01-2021
11,5,3323,21-01-2021
23,10,3238,21-01-2021
31,4,2586,21-01-2021
88,8,864,21-01-2021
43,9,2928,21-01-2021
6,8,3295,21-01-2021
83,10,352,21-01-2021
62,6,1201,21-01-2021
47,6,2013,21-01-2021
10,3,2110,21-01-2021
67,8,1189,21-01-2021
4,8,2459,21-01-2021
45,1,542,21-01-2021
98,1,2535,21-01-2021
11,5,3221,21-01-2021
78,5,1989,21-01-2021
81,9,2770,21-01-2021
22,5,2729,21-01-2021
85,4,1872,21-01-2021
52,7,2578,21-01-2021
90,7,3016,21-01-2021
64,6,1206,21-01-2021
60,9,1527,21-01-2021
70,10,1348,21-01-2021
51,8,1412,21-01-2021
61,10,892,21-01-2021
29,6,3194,21-01-2021
93,7,1884,21-01-2021
8,5,3010,21-01-2021
2,3,2511,21-01-2021
71,9,2880,21-01-2021
83,2,1132,21-01-2021
13,1,2602,21-01-2021
65,5,474,21-01-2021
7,9,1228,21-01-2021
28,5,1409,21-01-2021
56,2,2490,21-01-2021
38,4,2413,21-01-2021
78,8,2506,21-01-2021
64,10,2551,21-01-2021
8,7,1720,21-01-2021
79,1,1745,21-01-2021
9,10,1487,21-01-2021
42,5,1894,21-01-2021
66,8,723,21-01-2021
69,5,1481,21-01-2021
11,10,2351,21-01-2021
9,5,1518,21-01-2021
22,8,338,21-01-2021
60,7,2330,21-01-2021
84,4,1832,21-01-2021
28,6,770,21-01-2021
35,1,1865,21-01-2021
44,6,942,21-01-2021
9,6,3131,21-01-2021
45,7,1285,21-01-2021
22,2,1586,21-01-2021
39,7,1321,21-01-2021
1,4,1809,21-01-2021
1,7,728,21-01-2021
52,8,2728,21-01-2021
70,10,3157,21-01-2021
53,9,2416,21-01-2021
75,8,3174,21-01-2021
46,2,1643,21-01-2021
75,5,1999,21-01-2021
12,6,646,21-01-2021
41,6,525,21-01-2021
100,1,3138,21-01-2021
61,3,741,21-01-2021
76,6,3168,21-01-2021
57,7,1221,21-01-2021
23,2,1662,21-01-2021
23,7,2422,21-01-2021
72,5,2686,21-01-2021
48,6,2310,21-01-2021
22,6,1502,21-01-2021
39,4,1982,21-01-2021
23,7,1325,21-01-2021
12,2,3107,21-01-2021
86,1,2679,21-01-2021
75,8,2290,21-01-2021
10,10,3173,21-01-2021
16,5,2483,21-01-2021
42,4,333,21-01-2021
67,7,338,21-01-2021
95,7,1138,21-01-2021
39,7,448,21-01-2021
7,6,284,21-01-2021
62,3,800,21-01-2021
33,7,1694,21-01-2021
68,1,3085,21-01-2021
16,9,2224,21-01-2021
63,3,1233,21-01-2021
60,4,3244,21-01-2021
52,9,1938,21-01-2021
18,6,1849,21-01-2021
51,1,1056,21-01-2021
40,10,2664,21-01-2021
84,9,3147,21-01-2021
21,10,508,21-01-2021
92,9,1214,21-01-2021
39,3,3467,21-01-2021
54,8,2728,21-01-2021
62,8,2708,21-01-2021
30,8,2542,21-01-2021
50,5,2890,21-01-2021
5,5,2149,21-01-2021
23,3,263,21-01-2021
74,2,591,21-01-2021
34,4,2488,21-01-2021
69,7,597,21-01-2021
14,7,3063,21-01-2021
41,4,3056,21-01-2021
17,1,240,21-01-2021
15,7,1385,21-01-2021
47,3,2786,21-01-2021
46,10,320,21-01-2021
29,4,1414,21-01-2021
61,7,696,21-01-2021
21,1,2799,21-01-2021
11,8,3440,21-01-2021
59,3,2337,21-01-2021
65,2,3106,21-01-2021
76,5,371,21-01-2021
40,10,1910,21-01-2021
20,8,1312,21-01-2021
82,5,2397,21-01-2021
66,6,1281,21-01-2021
7,5,2050,21-01-2021
30,3,2028,21-01-2021
16,10,760,21-01-2021
88,1,3478,21-01-2021
34,7,2105,21-01-2021
15,6,618,21-01-2021
90,10,2271,21-01-2021
19,2,549,21-01-2021
68,10,832,21-01-2021
41,2,2973,21-01-2021
96,4,1436,21-01-2021
22,2,712,21-01-2021
98,6,331,21-01-2021
36,4,3122,21-01-2021
58,7,2191,21-01-2021
19,8,3106,21-01-2021
100,9,1582,21-01-2021
48,10,2324,21-01-2021
46,10,3460,21-01-2021
86,1,3270,21-01-2021
69,9,2715,21-01-2021
65,9,3033,21-01-2021
32,9,1660,21-01-2021
23,9,2123,21-01-2021
38,5,932,21-01-2021
19,9,215,21-01-2021
55,3,1327,21-01-2021
6,10,2335,21-01-2021
18,4,859,21-01-2021
80,7,338,21-01-2021
68,1,333,21-01-2021
78,1,2074,21-01-2021
28,4,3146,21-01-2021
58,3,1448,21-01-2021
80,6,605,21-01-2021
9,9,2431,21-01-2021
22,8,1555,21-01-2021
79,8,3436,21-01-2021
73,10,1860,21-01-2021
37,8,1566,21-01-2021
87,10,3471,21-01-2021
72,8,2787,21-01-2021
79,2,700,21-01-2021
5,9,710,21-01-2021
55,9,1100,21-01-2021
14,4,207,21-01-2021
22,8,2584,21-01-2021
81,7,2906,21-01-2021
34,6,1235,21-01-2021
76,3,1008,21-01-2021
34,3,1421,21-01-2021
50,6,3390,21-01-2021
66,6,1885,21-01-2021
45,3,1130,21-01-2021
99,9,1778,21-01-2021
66,9,2147,21-01-2021
62,1,2726,21-01-2021
53,7,2170,21-01-2021
11,1,2587,21-01-2021
86,5,1930,21-01-2021
30,6,1826,21-01-2021
81,3,1315,21-01-2021
12,1,266,21-01-2021
12,2,2898,21-01-2021
3,2,2087,21-01-2021
70,7,284,21-01-2021
49,6,1372,21-01-2021
77,6,518,21-01-2021
96,7,528,21-01-2021
78,4,214,21-01-2021
48,2,670,21-01-2021
56,9,2071,21-01-2021
47,2,1109,21-01-2021
37,1,3406,21-01-2021
78,5,1716,21-01-2021
62,6,2769,21-01-2021
83,6,1800,21-01-2021
50,7,3254,21-01-2021
66,8,2607,21-01-2021
59,8,1881,21-01-2021
71,6,685,21-01-2021
86,6,1816,21-01-2021
1,9,2047,21-01-2021
13,8,3325,21-01-2021
90,5,1095,21-01-2021
25,4,431,21-01-2021
83,6,3279,21-01-2021
99,8,1660,21-01-2021
57,1,2556,21-01-2021
51,10,2097,21-01-2021
19,5,392,21-01-2021
45,4,2079,21-01-2021
96,4,1754,21-01-2021
12,4,1660,21-01-2021
75,10,2871,21-01-2021
3,5,1396,21-01-2021
72,4,2667,21-01-2021
58,8,2008,21-01-2021
28,2,1903,21-01-2021
47,6,2349,21-01-2021
58,10,2048,21-01-2021
82,10,3352,21-01-2021
25,10,2476,21-01-2021
59,9,2904,21-01-2021
54,9,2969,21-01-2021
95,7,435,21-01-2021
45,10,2593,21-01-2021
74,1,3074,21-01-2021
7,1,1286,21-01-2021
1,5,3287,21-01-2021
16,3,2171,21-01-2021
97,3,2349,21-01-2021
66,10,1585,21-01-2021
44,10,1492,21-01-2021
68,8,2118,21-01-2021
86,8,1092,21-01-2021
23,8,1402,21-01-2021
58,6,2088,21-01-2021
16,10,2412,21-01-2021
41,7,1935,21-01-2021
26,6,2750,21-01-2021
65,6,2066,21-01-2021
39,5,733,21-01-2021
41,4,791,21-01-2021
75,9,2249,21-01-2021
54,10,2155,21-01-2021
12,1,2372,21-01-2021
25,10,1660,21-01-2021
70,10,2914,21-01-2021
46,8,304,21-01-2021
26,9,1915,21-01-2021
81,7,2664,21-01-2021
61,2,1363,21-01-2021
2,4,2915,21-01-2021
60,8,2556,21-01-2021
15,1,1881,21-01-2021
44,10,2906,21-01-2021
41,5,3041,21-01-2021
17,4,1012,21-01-2021
7,7,1768,21-01-2021
70,2,2120,21-01-2021
94,7,2464,21-01-2021
49,3,939,21-01-2021
15,2,1949,21-01-2021
77,5,204,21-01-2021
92,10,3044,21-01-2021
84,8,3446,21-01-2021
24,5,2433,21-01-2021
82,1,1978,21-01-2021
97,2,3485,21-01-2021
34,8,987,21-01-2021
22,10,1760,21-01-2021
63,2,1804,21-01-2021
96,6,2785,21-01-2021
90,2,3387,21-01-2021
80,2,2509,21-01-2021
56,1,1661,21-01-2021
54,8,2324,21-01-2021
95,8,1122,21-01-2021
20,5,852,21-01-2021
20,4,269,21-01-2021
63,2,2795,21-01-2021
72,1,1581,21-01-2021
18,4,2267,21-01-2021
56,10,1953,21-01-2021
83,10,2693,21-01-2021
11,9,2294,21-01-2021
40,5,1305,21-01-2021
54,5,2512,21-01-2021
46,3,3173,21-01-2021
16,4,3017,21-01-2021
75,9,2827,21-01-2021
74,1,783,21-01-2021
5,6,2316,21-01-2021
28,10,564,21-01-2021
41,1,2303,21-01-2021
77,2,1997,21-01-2021
94,8,1755,21-01-2021
3,8,2208,21-01-2021
4,10,2676,21-01-2021
5,6,3108,21-01-2021
98,8,1578,21-01-2021
14,9,2715,21-01-2021
15,2,1779,21-01-2021
28,1,2267,21-01-2021
44,7,2798,21-01-2021
17,1,2746,21-01-2021
35,4,353,21-01-2021
68,2,3123,21-01-2021
86,10,1281,21-01-2021
29,10,1345,21-01-2021
38,10,2505,21-01-2021
70,5,419,21-01-2021
9,4,1984,21-01-2021
67,10,887,21-01-2021
36,9,2894,21-01-2021
70,10,874,21-01-2021
73,2,2962,21-01-2021
78,8,549,21-01-2021
32,5,1157,21-01-2021
91,6,2576,21-01-2021
25,4,3276,21-01-2021
60,9,805,21-01-2021
78,3,329,21-01-2021
45,10,1982,21-01-2021
79,3,1166,21-01-2021
97,5,2676,21-01-2021
94,3,609,21-01-2021
7,8,1866,21-01-2021
91,8,2688,21-01-2021
85,3,519,21-01-2021
84,1,1160,21-01-2021
14,2,1850,21-01-2021
25,9,3012,21-01-2021
81,9,2906,21-01-2021
58,7,1634,21-01-2021
36,2,307,21-01-2021
8,10,1502,21-01-2021
80,3,3096,21-01-2021
31,4,3417,21-01-2021
66,7,3263,21-01-2021
85,7,2425,21-01-2021
70,8,1986,21-01-2021
60,10,1456,21-01-2021
67,2,2608,21-01-2021
82,7,2829,21-01-2021
42,5,264,21-01-2021
69,8,1534,21-01-2021
83,9,3070,21-01-2021
61,3,1294,21-01-2021
74,1,2147,21-01-2021
23,5,1968,21-01-2021
29,6,1411,21-01-2021
4,5,804,21-01-2021
97,6,3072,21-01-2021
56,5,3264,21-01-2021
46,5,555,21-01-2021
28,5,2317,21-01-2021
31,2,766,21-01-2021
83,10,2389,21-01-2021
95,8,3484,21-01-2021
93,7,1519,21-01-2021
97,4,756,21-01-2021
77,2,2182,21-01-2021
38,8,2113,21-01-2021
63,7,2087,21-01-2021
76,10,3035,21-01-2021
65,10,2857,21-01-2021
9,3,3383,21-01-2021
48,3,2698,21-01-2021
39,7,2781,21-01-2021
70,7,1745,21-01-2021
19,7,520,21-01-2021
59,2,1594,21-01-2021
71,6,613,21-01-2021
38,5,1586,21-01-2021
75,1,2544,21-01-2021
76,10,3329,21-01-2021
72,4,2587,21-01-2021
14,9,749,21-01-2021
21,9,1880,21-01-2021
54,6,1149,21-01-2021
1,6,2167,21-01-2021
61,3,846,21-01-2021
6,9,1740,21-01-2021
90,2,3130,21-01-2021
97,2,1070,21-01-2021
79,10,3071,21-01-2021
66,6,3026,21-01-2021
93,1,274,21-01-2021
92,5,1449,21-01-2021
93,4,1281,21-01-2021
12,10,1092,21-01-2021
13,8,745,21-01-2021
28,2,404,21-01-2021
78,7,3090,21-01-2021
25,5,946,21-01-2021
19,1,1303,21-01-2021
75,2,2689,21-01-2021
43,3,809,21-01-2021
46,5,717,21-01-2021
13,7,2617,21-01-2021
22,9,1898,21-01-2021
42,5,3341,21-01-2021
90,2,2235,21-01-2021
27,1,1663,21-01-2021
46,5,699,21-01-2021
34,6,239,21-01-2021
47,9,2115,21-01-2021
34,7,984,21-01-2021
66,6,2514,21-01-2021
75,6,468,21-01-2021
98,2,2134,21-01-2021
62,3,2712,21-01-2021
50,4,3152,21-01-2021
27,2,1575,21-01-2021
96,4,1162,21-01-2021
82,1,2815,21-01-2021
68,10,1315,21-01-2021
84,3,1823,21-01-2021
83,9,2538,21-01-2021
27,6,1306,21-01-2021
44,1,3407,21-01-2021
5,2,3013,21-01-2021
28,4,1656,21-01-2021
94,6,1922,21-01-2021
71,6,1565,21-01-2021
36,1,891,21-01-2021
85,10,2722,21-01-2021
30,5,3482,21-01-2021
96,8,2402,21-01-2021
13,2,2601,21-01-2021
63,10,248,21-01-2021
49,10,2164,21-01-2021
56,4,2522,21-01-2021
71,2,1391,21-01-2021
81,9,1186,21-01-2021
3,4,1882,21-01-2021
90,1,1687,21-01-2021
73,5,2775,21-01-2021
90,8,2225,21-01-2021
35,7,2814,21-01-2021
21,7,861,21-01-2021
66,3,1973,21-01-2021
96,6,2576,21-01-2021
98,6,591,21-01-2021
12,6,2434,21-01-2021
83,2,1076,21-01-2021
31,6,658,21-01-2021
24,5,2505,21-01-2021
64,3,1495,21-01-2021
38,8,2485,21-01-2021
80,2,1022,21-01-2021
84,8,2743,21-01-2021
85,8,2776,21-01-2021
80,3,1841,21-01-2021
69,4,3241,21-01-2021
53,7,2229,21-01-2021
23,7,1703,21-01-2021
37,2,527,21-01-2021
60,1,1530,21-01-2021
30,9,2508,21-01-2021
82,8,1836,21-01-2021
23,2,205,21-01-2021
3,1,1943,21-01-2021
40,3,3213,21-01-2021
78,2,3053,21-01-2021
7,8,641,21-01-2021
10,8,1242,21-01-2021
39,9,301,21-01-2021
19,9,2898,21-01-2021
8,3,2033,21-01-2021
14,8,1468,21-01-2021
97,6,601,21-01-2021
27,7,1631,21-01-2021
13,5,3087,21-01-2021
41,2,717,21-01-2021
36,8,3039,21-01-2021
61,10,2009,21-01-2021
64,1,801,21-01-2021
48,4,240,21-01-2021
66,5,2076,21-01-2021
83,9,1105,21-01-2021
63,9,3456,21-01-2021
93,8,2845,21-01-2021
41,5,1062,21-01-2021
53,7,504,21-01-2021
21,8,1563,21-01-2021
42,3,2247,21-01-2021
90,5,2443,21-01-2021
42,9,2791,21-01-2021
8,10,3491,21-01-2021
96,7,1578,21-01-2021
73,6,1484,21-01-2021
19,3,1241,21-01-2021
88,4,3250,21-01-2021
33,1,842,21-01-2021
87,4,609,21-01-2021
44,3,955,21-01-2021
32,6,3483,21-01-2021
34,7,1207,21-01-2021
90,10,510,21-01-2021
81,7,1360,21-01-2021
58,4,2562,21-01-2021
93,10,1891,21-01-2021
27,10,3442,21-01-2021
15,2,3337,21-01-2021
76,7,1842,21-01-2021
81,7,3264,21-01-2021
81,1,655,21-01-2021
2,6,2651,21-01-2021
58,2,2850,21-01-2021
26,1,2637,21-01-2021
75,6,362,21-01-2021
11,6,1173,21-01-2021
90,2,2050,21-01-2021
58,7,599,21-01-2021
31,3,1765,21-01-2021
34,6,760,21-01-2021
48,4,415,21-01-2021
97,8,1762,21-01-2021
49,4,3160,21-01-2021
73,4,3218,21-01-2021
13,10,3482,21-01-2021
100,1,254,21-01-2021
15,9,985,21-01-2021
94,5,1065,21-01-2021
46,8,888,21-01-2021
88,4,690,21-01-2021
44,1,1966,21-01-2021
19,3,1254,21-01-2021
58,8,1808,21-01-2021
85,1,991,21-01-2021
87,10,1754,21-01-2021
62,3,2666,21-01-2021
72,1,739,21-01-2021
81,8,388,21-01-2021
9,2,2806,21-01-2021
34,1,921,21-01-2021
65,10,2847,21-01-2021
51,2,1499,21-01-2021
6,10,1598,21-01-2021
13,9,875,21-01-2021
41,6,1367,21-01-2021
21,1,1394,21-01-2021
27,6,1209,21-01-2021
67,6,1449,21-01-2021
53,2,2744,21-01-2021
58,1,3464,21-01-2021
53,8,2166,21-01-2021
46,10,753,21-01-2021
79,5,3017,21-01-2021
51,8,2975,21-01-2021
98,6,2791,21-01-2021
15,6,693,21-01-2021
35,2,2815,21-01-2021
17,8,3199,21-01-2021
67,7,1761,21-01-2021
34,5,855,21-01-2021
67,5,1952,21-01-2021
20,6,2328,21-01-2021
67,5,395,21-01-2021
29,4,2978,21-01-2021
2,6,3177,21-01-2021
99,3,2882,21-01-2021
8,7,2443,21-01-2021
48,5,2999,21-01-2021
18,7,2045,21-01-2021
65,4,1958,21-01-2021
83,3,1391,21-01-2021
49,3,2046,21-01-2021
50,7,2213,21-01-2021
3,10,1556,21-01-2021
53,8,798,21-01-2021
42,10,911,21-01-2021
30,7,1876,21-01-2021
36,5,565,21-01-2021
17,9,3109,21-01-2021
35,7,2151,21-01-2021
72,2,212,21-01-2021
71,3,1897,21-01-2021
93,1,1827,21-01-2021
10,6,2589,21-01-2021
35,5,2072,21-01-2021
37,6,2212,21-01-2021
32,1,1731,21-01-2021
66,1,773,21-01-2021
33,5,3210,21-01-2021
82,7,303,21-01-2021
70,7,893,21-01-2021
50,9,2960,21-01-2021
55,2,2625,21-01-2021
98,2,3241,21-01-2021
55,6,1953,21-01-2021
45,7,2921,21-01-2021
99,7,894,21-01-2021
62,8,2005,21-01-2021
13,7,1382,21-01-2021
100,5,2776,21-01-2021
20,3,1001,21-01-2021
95,7,2241,21-01-2021
26,8,2681,21-01-2021
62,5,401,21-01-2021
72,8,1863,21-01-2021
54,7,3169,21-01-2021
91,3,2477,21-01-2021
36,7,1402,21-01-2021
96,7,1983,21-01-2021
76,9,2780,21-01-2021
77,3,3407,21-01-2021
91,3,2934,21-01-2021
20,5,718,21-01-2021
93,4,543,21-01-2021
59,8,414,21-01-2021
77,2,1005,21-01-2021
55,5,1411,21-01-2021
44,2,207,21-01-2021
87,7,2977,21-01-2021
22,7,2276,21-01-2021
56,5,1859,21-01-2021
37,1,413,21-01-2021
89,10,3168,21-01-2021
90,2,1388,21-01-2021
63,2,1695,21-01-2021
65,2,1197,21-01-2021
13,1,1900,21-01-2021
60,7,2558,21-01-2021
81,4,2016,21-01-2021
41,7,764,21-01-2021
18,7,1057,21-01-2021
100,4,1936,21-01-2021
32,2,516,21-01-2021
68,7,3352,21-01-2021
9,8,895,21-01-2021
7,9,551,21-01-2021
75,9,799,21-01-2021
69,2,2532,21-01-2021
95,1,3433,21-01-2021
91,3,2258,21-01-2021
52,9,2526,21-01-2021
55,8,3472,21-01-2021
76,8,2158,21-01-2021
37,2,2702,21-01-2021
10,5,1295,21-01-2021
66,3,1332,21-01-2021
1,4,2198,21-01-2021
31,7,393,21-01-2021
10,4,719,21-01-2021
57,10,2467,21-01-2021
9,4,1095,21-01-2021
70,7,1814,21-01-2021
21,9,2515,21-01-2021
39,9,2528,21-01-2021
31,1,3141,21-01-2021
87,3,2816,21-01-2021
67,8,789,21-01-2021
81,1,3406,21-01-2021
59,1,253,21-01-2021
54,2,858,21-01-2021
72,6,2815,21-01-2021
16,4,1369,21-01-2021
89,4,775,21-01-2021
90,2,1543,21-01-2021
54,1,3042,21-01-2021
93,4,3424,21-01-2021
24,5,2357,21-01-2021
23,4,2394,21-01-2021
54,9,521,21-01-2021
55,1,873,21-01-2021
9,6,387,21-01-2021
38,8,3290,21-01-2021
26,2,951,21-01-2021
60,5,2038,21-01-2021
79,5,1546,21-01-2021
29,8,892,21-01-2021
39,3,435,21-01-2021
70,6,425,21-01-2021
55,10,1887,21-01-2021
37,7,1781,21-01-2021
66,3,1315,21-01-2021
55,9,646,21-01-2021
37,3,1888,21-01-2021
39,6,2950,21-01-2021
17,8,3106,21-01-2021
59,8,3236,21-01-2021
43,9,2734,21-01-2021
3,1,1939,21-01-2021
61,2,291,21-01-2021
61,8,1047,21-01-2021
68,6,1425,21-01-2021
13,9,2546,21-01-2021
2,5,2315,21-01-2021
90,9,1732,21-01-2021
18,10,219,21-01-2021
86,7,1617,21-01-2021
70,2,2524,21-01-2021
16,10,1454,21-01-2021
41,1,2358,21-01-2021
19,5,1784,21-01-2021
82,1,3479,21-01-2021
17,3,3436,21-01-2021
13,3,3229,21-01-2021
66,10,1609,21-01-2021
17,4,1818,21-01-2021
53,9,1726,21-01-2021
90,4,2217,21-01-2021
20,3,3395,21-01-2021
33,7,3298,21-01-2021
24,1,2958,21-01-2021
33,4,1032,21-01-2021
57,6,262,21-01-2021
22,1,1332,21-01-2021
63,4,765,21-01-2021
91,8,2949,21-01-2021
2,8,2554,21-01-2021
58,1,434,21-01-2021
73,10,1260,21-01-2021
66,6,1313,21-01-2021
32,5,3247,21-01-2021
81,9,2593,21-01-2021
1,6,2451,21-01-2021
33,5,1224,21-01-2021
27,9,2824,21-01-2021
73,2,292,21-01-2021
97,10,1010,21-01-2021
17,4,2338,21-01-2021
44,9,527,21-01-2021
23,2,1182,21-01-2021
8,5,1080,21-01-2021
26,10,1065,21-01-2021
2,8,643,21-01-2021
38,3,2254,21-01-2021
83,5,2079,21-01-2021
13,3,1841,21-01-2021
60,8,2326,21-01-2021
9,4,2125,21-01-2021
42,9,2020,21-01-2021
83,1,1821,21-01-2021
11,7,3477,21-01-2021
76,10,2604,21-01-2021
49,9,1873,21-01-2021
34,9,2364,21-01-2021
100,2,1414,21-01-2021
73,2,1149,21-01-2021
90,7,567,21-01-2021
83,5,1515,21-01-2021
9,7,1890,21-01-2021
23,2,3245,21-01-2021
76,10,2150,21-01-2021
40,10,1328,21-01-2021
93,9,1245,21-01-2021
98,7,2965,21-01-2021
5,6,1448,21-01-2021
27,2,2566,21-01-2021
11,3,249,21-01-2021
73,10,1191,21-01-2021
30,1,1180,21-01-2021
6,4,1583,21-01-2021
27,3,2461,21-01-2021
29,3,1166,21-01-2021
71,3,861,21-01-2021
100,3,1017,21-01-2021
39,10,2621,21-01-2021
49,4,2354,21-01-2021
46,6,2072,21-01-2021
79,5,518,21-01-2021
44,2,1401,21-01-2021
66,3,3498,21-01-2021
50,6,516,21-01-2021
4,7,613,21-01-2021
85,6,2408,21-01-2021
67,2,2322,21-01-2021
4,1,400,21-01-2021
25,2,813,21-01-2021
3,7,2736,21-01-2021
88,6,3106,21-01-2021
79,3,2515,21-01-2021
59,3,1970,21-01-2021
17,9,1571,21-01-2021
