ID_PERSONA,ID_EMPRESA,MONTO,FECHA
29,8,3886,2021-01-23
48,6,1629,2021-01-23
100,4,4147,2021-01-23
49,6,3734,2021-01-23
10,1,1523,2021-01-23
72,1,2668,2021-01-23
66,10,718,2021-01-23
98,1,1032,2021-01-23
33,1,2508,2021-01-23
42,6,995,2021-01-23
12,6,2893,2021-01-23
14,6,215,2021-01-23
64,8,3981,2021-01-23
66,7,1813,2021-01-23
82,7,3464,2021-01-23
74,7,1960,2021-01-23
48,2,2334,2021-01-23
57,8,3084,2021-01-23
85,5,250,2021-01-23
22,9,372,2021-01-23
32,8,1953,2021-01-23
91,3,813,2021-01-23
62,6,3111,2021-01-23
50,8,2097,2021-01-23
31,3,3107,2021-01-23
71,7,3929,2021-01-23
22,10,2583,2021-01-23
30,10,1473,2021-01-23
8,9,2306,2021-01-23
80,9,2998,2021-01-23
10,3,998,2021-01-23
66,4,3486,2021-01-23
75,9,4399,2021-01-23
79,3,275,2021-01-23
77,4,1943,2021-01-23
61,8,3577,2021-01-23
55,7,4450,2021-01-23
70,1,1091,2021-01-23
97,4,2443,2021-01-23
59,9,3580,2021-01-23
38,7,4344,2021-01-23
96,9,3085,2021-01-23
91,5,1307,2021-01-23
100,10,3213,2021-01-23
48,6,2876,2021-01-23
98,8,2764,2021-01-23
85,8,1856,2021-01-23
41,7,4270,2021-01-23
73,3,1207,2021-01-23
27,1,526,2021-01-23
74,5,4435,2021-01-23
59,10,4066,2021-01-23
36,2,1642,2021-01-23
2,2,4106,2021-01-23
59,1,2398,2021-01-23
15,4,4463,2021-01-23
4,1,3448,2021-01-23
20,10,4005,2021-01-23
46,5,1183,2021-01-23
53,2,1773,2021-01-23
35,1,2738,2021-01-23
23,4,3679,2021-01-23
85,3,2638,2021-01-23
91,9,2023,2021-01-23
63,4,2161,2021-01-23
67,2,3585,2021-01-23
18,10,4156,2021-01-23
3,7,3201,2021-01-23
64,6,531,2021-01-23
60,3,996,2021-01-23
93,10,1753,2021-01-23
48,7,3422,2021-01-23
46,6,3797,2021-01-23
83,2,3989,2021-01-23
12,7,3107,2021-01-23
2,10,2307,2021-01-23
36,4,972,2021-01-23
26,1,1240,2021-01-23
75,10,4469,2021-01-23
96,9,3089,2021-01-23
43,4,262,2021-01-23
47,10,2071,2021-01-23
86,7,1099,2021-01-23
89,3,2317,2021-01-23
85,8,1597,2021-01-23
52,8,1540,2021-01-23
3,8,829,2021-01-23
35,8,2810,2021-01-23
31,2,3604,2021-01-23
18,5,3147,2021-01-23
26,6,364,2021-01-23
90,6,4222,2021-01-23
63,2,997,2021-01-23
36,8,2428,2021-01-23
5,8,3716,2021-01-23
85,5,3767,2021-01-23
65,5,972,2021-01-23
26,4,3821,2021-01-23
39,9,869,2021-01-23
92,10,1986,2021-01-23
48,8,1039,2021-01-23
77,2,2967,2021-01-23
71,5,639,2021-01-23
32,6,1428,2021-01-23
63,4,3153,2021-01-23
82,1,2746,2021-01-23
48,9,3375,2021-01-23
1,3,3854,2021-01-23
93,6,4423,2021-01-23
47,6,295,2021-01-23
65,6,2991,2021-01-23
35,9,454,2021-01-23
40,3,2730,2021-01-23
50,2,1746,2021-01-23
2,8,1113,2021-01-23
36,2,1438,2021-01-23
34,7,1310,2021-01-23
65,5,511,2021-01-23
53,2,4449,2021-01-23
27,2,1352,2021-01-23
90,7,3250,2021-01-23
47,8,951,2021-01-23
89,10,999,2021-01-23
45,9,1627,2021-01-23
15,6,2626,2021-01-23
69,9,2697,2021-01-23
37,3,1844,2021-01-23
61,4,3327,2021-01-23
86,10,4305,2021-01-23
48,1,2024,2021-01-23
93,8,793,2021-01-23
9,3,3143,2021-01-23
48,3,1498,2021-01-23
18,7,3069,2021-01-23
24,2,2343,2021-01-23
90,9,3370,2021-01-23
85,6,2087,2021-01-23
48,5,1361,2021-01-23
75,2,3417,2021-01-23
74,5,1600,2021-01-23
7,2,2436,2021-01-23
71,9,4186,2021-01-23
87,7,2675,2021-01-23
4,8,1742,2021-01-23
94,9,2395,2021-01-23
16,4,4430,2021-01-23
71,5,310,2021-01-23
64,1,480,2021-01-23
83,1,2060,2021-01-23
17,6,3189,2021-01-23
67,1,892,2021-01-23
49,6,3741,2021-01-23
52,4,1369,2021-01-23
20,1,2553,2021-01-23
16,3,1871,2021-01-23
86,4,743,2021-01-23
57,7,3448,2021-01-23
83,2,1220,2021-01-23
23,10,965,2021-01-23
90,4,1727,2021-01-23
80,10,2202,2021-01-23
9,9,2963,2021-01-23
19,4,4470,2021-01-23
60,5,1293,2021-01-23
87,3,2283,2021-01-23
1,3,4315,2021-01-23
99,7,3300,2021-01-23
66,1,2900,2021-01-23
13,5,1321,2021-01-23
91,2,834,2021-01-23
77,2,2342,2021-01-23
4,7,2249,2021-01-23
98,8,4261,2021-01-23
95,4,1184,2021-01-23
68,7,4235,2021-01-23
29,1,4329,2021-01-23
37,3,1217,2021-01-23
7,9,3897,2021-01-23
22,9,2288,2021-01-23
8,1,3071,2021-01-23
12,9,3146,2021-01-23
33,2,2162,2021-01-23
58,1,4227,2021-01-23
7,5,2622,2021-01-23
44,6,3542,2021-01-23
20,9,2020,2021-01-23
38,8,1765,2021-01-23
38,3,2498,2021-01-23
23,3,2353,2021-01-23
70,2,2360,2021-01-23
99,8,1029,2021-01-23
45,4,3083,2021-01-23
25,10,4032,2021-01-23
5,10,746,2021-01-23
22,2,2192,2021-01-23
60,4,1068,2021-01-23
17,4,806,2021-01-23
96,10,1342,2021-01-23
28,7,2124,2021-01-23
58,8,3148,2021-01-23
63,1,589,2021-01-23
84,8,551,2021-01-23
68,9,1410,2021-01-23
93,9,481,2021-01-23
19,9,522,2021-01-23
35,10,1437,2021-01-23
70,7,4359,2021-01-23
100,4,1468,2021-01-23
38,7,1184,2021-01-23
27,2,2321,2021-01-23
94,10,632,2021-01-23
70,6,4225,2021-01-23
3,2,2228,2021-01-23
96,9,1144,2021-01-23
61,6,2275,2021-01-23
13,3,2784,2021-01-23
24,6,3386,2021-01-23
2,10,2788,2021-01-23
72,10,1285,2021-01-23
70,3,3505,2021-01-23
50,9,2481,2021-01-23
95,8,4417,2021-01-23
69,9,3632,2021-01-23
48,9,3965,2021-01-23
23,1,3163,2021-01-23
85,2,3931,2021-01-23
27,4,1742,2021-01-23
33,10,968,2021-01-23
10,2,728,2021-01-23
96,9,3779,2021-01-23
59,3,1002,2021-01-23
58,3,658,2021-01-23
81,7,2332,2021-01-23
70,7,531,2021-01-23
27,6,3206,2021-01-23
95,7,1431,2021-01-23
93,2,3511,2021-01-23
70,5,4249,2021-01-23
38,7,3698,2021-01-23
52,2,3639,2021-01-23
51,10,2156,2021-01-23
63,1,1800,2021-01-23
7,7,1484,2021-01-23
69,3,3634,2021-01-23
24,1,4433,2021-01-23
61,6,852,2021-01-23
96,5,993,2021-01-23
61,7,1984,2021-01-23
90,9,4403,2021-01-23
32,10,2927,2021-01-23
4,6,3097,2021-01-23
37,8,4452,2021-01-23
1,10,4385,2021-01-23
5,3,524,2021-01-23
56,9,3579,2021-01-23
59,10,2012,2021-01-23
67,9,1006,2021-01-23
65,8,2718,2021-01-23
45,7,1514,2021-01-23
16,5,4130,2021-01-23
58,3,674,2021-01-23
11,7,4345,2021-01-23
79,2,1711,2021-01-23
79,7,4453,2021-01-23
35,8,2742,2021-01-23
94,5,370,2021-01-23
7,10,1474,2021-01-23
28,4,3361,2021-01-23
91,2,2998,2021-01-23
90,9,2045,2021-01-23
22,4,2438,2021-01-23
79,8,1125,2021-01-23
8,3,4385,2021-01-23
42,4,298,2021-01-23
11,3,2818,2021-01-23
24,1,3945,2021-01-23
9,6,1872,2021-01-23
4,10,3845,2021-01-23
98,10,2585,2021-01-23
24,1,3570,2021-01-23
61,5,3087,2021-01-23
80,4,2243,2021-01-23
33,7,243,2021-01-23
63,9,2511,2021-01-23
72,7,3653,2021-01-23
89,8,3206,2021-01-23
85,5,2871,2021-01-23
52,7,2234,2021-01-23
22,9,622,2021-01-23
93,7,2113,2021-01-23
20,8,1405,2021-01-23
25,10,878,2021-01-23
94,10,3593,2021-01-23
95,5,3235,2021-01-23
34,1,3785,2021-01-23
84,7,3375,2021-01-23
42,4,1651,2021-01-23
12,10,1259,2021-01-23
41,5,624,2021-01-23
62,6,2136,2021-01-23
20,5,2002,2021-01-23
84,7,1645,2021-01-23
67,10,1458,2021-01-23
29,1,4498,2021-01-23
5,1,2275,2021-01-23
60,10,1470,2021-01-23
36,6,3749,2021-01-23
92,5,1701,2021-01-23
5,8,2843,2021-01-23
22,8,1312,2021-01-23
13,9,2526,2021-01-23
3,3,1733,2021-01-23
76,1,2848,2021-01-23
82,3,1230,2021-01-23
65,7,1617,2021-01-23
1,2,1387,2021-01-23
96,1,1484,2021-01-23
8,9,306,2021-01-23
31,7,3244,2021-01-23
41,1,3582,2021-01-23
47,7,3366,2021-01-23
27,5,2325,2021-01-23
57,1,4166,2021-01-23
52,1,2235,2021-01-23
71,3,474,2021-01-23
11,10,1083,2021-01-23
64,3,3199,2021-01-23
65,6,4370,2021-01-23
99,8,4419,2021-01-23
10,9,381,2021-01-23
49,7,2830,2021-01-23
17,6,3034,2021-01-23
72,3,1298,2021-01-23
6,1,1910,2021-01-23
84,3,2140,2021-01-23
91,5,2435,2021-01-23
74,3,2756,2021-01-23
46,2,473,2021-01-23
41,8,4152,2021-01-23
10,3,1012,2021-01-23
32,8,256,2021-01-23
25,10,3341,2021-01-23
10,5,549,2021-01-23
23,6,1477,2021-01-23
27,2,399,2021-01-23
72,3,3081,2021-01-23
83,1,565,2021-01-23
3,5,3608,2021-01-23
99,2,1442,2021-01-23
27,6,201,2021-01-23
93,6,1390,2021-01-23
65,6,1653,2021-01-23
80,7,4319,2021-01-23
92,3,3026,2021-01-23
49,10,316,2021-01-23
75,1,967,2021-01-23
72,5,1705,2021-01-23
59,5,886,2021-01-23
7,3,2792,2021-01-23
39,1,3269,2021-01-23
25,3,2610,2021-01-23
50,9,1868,2021-01-23
85,10,2530,2021-01-23
45,9,1459,2021-01-23
5,6,4343,2021-01-23
53,7,967,2021-01-23
27,3,2519,2021-01-23
9,5,4315,2021-01-23
34,10,2040,2021-01-23
35,6,1744,2021-01-23
22,10,3072,2021-01-23
97,1,1224,2021-01-23
4,2,1674,2021-01-23
33,5,4104,2021-01-23
10,3,3783,2021-01-23
82,6,4251,2021-01-23
16,3,3422,2021-01-23
59,9,3752,2021-01-23
11,8,378,2021-01-23
53,5,608,2021-01-23
94,9,759,2021-01-23
50,4,3346,2021-01-23
2,8,447,2021-01-23
43,10,4381,2021-01-23
89,10,2415,2021-01-23
7,4,2706,2021-01-23
78,7,3380,2021-01-23
70,8,4098,2021-01-23
20,1,1401,2021-01-23
61,4,292,2021-01-23
87,3,4288,2021-01-23
67,9,1239,2021-01-23
75,6,1070,2021-01-23
96,9,454,2021-01-23
92,5,4228,2021-01-23
89,10,4107,2021-01-23
92,6,3793,2021-01-23
50,3,1814,2021-01-23
65,7,4432,2021-01-23
63,7,3669,2021-01-23
51,8,4302,2021-01-23
5,6,2611,2021-01-23
84,4,1351,2021-01-23
63,6,3038,2021-01-23
61,8,549,2021-01-23
66,5,1314,2021-01-23
99,1,1733,2021-01-23
14,4,4169,2021-01-23
25,5,3959,2021-01-23
25,9,2928,2021-01-23
11,6,4450,2021-01-23
3,4,3309,2021-01-23
45,7,3042,2021-01-23
26,9,2533,2021-01-23
30,2,2455,2021-01-23
7,10,2031,2021-01-23
27,10,4290,2021-01-23
60,3,788,2021-01-23
34,6,1004,2021-01-23
44,9,3505,2021-01-23
46,6,3400,2021-01-23
9,9,4064,2021-01-23
44,10,2622,2021-01-23
27,5,522,2021-01-23
73,2,1679,2021-01-23
25,10,2621,2021-01-23
77,5,2068,2021-01-23
26,5,4083,2021-01-23
57,4,522,2021-01-23
47,3,1525,2021-01-23
59,7,3534,2021-01-23
7,10,952,2021-01-23
42,5,931,2021-01-23
48,8,1378,2021-01-23
9,5,3918,2021-01-23
96,10,1882,2021-01-23
22,10,3269,2021-01-23
95,7,455,2021-01-23
55,3,1975,2021-01-23
98,3,1314,2021-01-23
30,1,788,2021-01-23
19,9,2322,2021-01-23
49,9,4236,2021-01-23
80,5,1957,2021-01-23
24,4,2082,2021-01-23
69,7,3947,2021-01-23
36,4,1523,2021-01-23
74,6,1712,2021-01-23
92,10,3762,2021-01-23
40,10,1596,2021-01-23
99,5,740,2021-01-23
67,7,1893,2021-01-23
32,9,3091,2021-01-23
45,10,3008,2021-01-23
73,8,4201,2021-01-23
25,7,2304,2021-01-23
29,4,2150,2021-01-23
51,4,389,2021-01-23
75,7,991,2021-01-23
77,10,2542,2021-01-23
61,6,406,2021-01-23
32,4,1572,2021-01-23
52,1,3854,2021-01-23
50,5,231,2021-01-23
51,8,3982,2021-01-23
25,2,4080,2021-01-23
48,2,2787,2021-01-23
83,9,4051,2021-01-23
87,2,2396,2021-01-23
82,2,3393,2021-01-23
83,10,544,2021-01-23
53,1,4410,2021-01-23
79,7,4224,2021-01-23
89,1,210,2021-01-23
58,10,4407,2021-01-23
27,3,697,2021-01-23
82,8,4064,2021-01-23
4,5,3458,2021-01-23
92,2,3689,2021-01-23
58,1,2587,2021-01-23
81,8,4383,2021-01-23
44,9,1937,2021-01-23
73,10,2011,2021-01-23
8,3,1665,2021-01-23
29,1,3823,2021-01-23
77,9,1632,2021-01-23
29,8,335,2021-01-23
83,2,243,2021-01-23
55,8,895,2021-01-23
81,3,3217,2021-01-23
82,1,3270,2021-01-23
12,7,1092,2021-01-23
72,8,3654,2021-01-23
61,5,601,2021-01-23
2,1,4322,2021-01-23
21,3,2893,2021-01-23
23,10,272,2021-01-23
82,6,1525,2021-01-23
34,7,1319,2021-01-23
99,5,1642,2021-01-23
20,5,4236,2021-01-23
51,10,3874,2021-01-23
31,6,3340,2021-01-23
46,1,3203,2021-01-23
10,4,3635,2021-01-23
82,1,1523,2021-01-23
29,10,3831,2021-01-23
76,3,4428,2021-01-23
7,9,245,2021-01-23
19,2,311,2021-01-23
73,2,1768,2021-01-23
34,8,3266,2021-01-23
10,6,1976,2021-01-23
9,3,4083,2021-01-23
91,9,4071,2021-01-23
41,4,815,2021-01-23
17,7,1730,2021-01-23
87,7,3652,2021-01-23
45,7,4500,2021-01-23
97,7,2896,2021-01-23
33,9,3750,2021-01-23
36,3,1087,2021-01-23
28,9,1030,2021-01-23
52,1,3315,2021-01-23
66,9,267,2021-01-23
65,2,4365,2021-01-23
88,5,3995,2021-01-23
87,9,3963,2021-01-23
39,9,1980,2021-01-23
94,4,1714,2021-01-23
69,7,4408,2021-01-23
77,10,1720,2021-01-23
50,8,2838,2021-01-23
92,6,288,2021-01-23
66,5,985,2021-01-23
25,3,3798,2021-01-23
87,3,3005,2021-01-23
98,6,4124,2021-01-23
88,4,2356,2021-01-23
20,8,2275,2021-01-23
84,7,372,2021-01-23
87,7,2877,2021-01-23
16,8,869,2021-01-23
59,2,3607,2021-01-23
100,4,2516,2021-01-23
43,5,2152,2021-01-23
23,7,641,2021-01-23
28,3,4400,2021-01-23
73,3,878,2021-01-23
61,10,289,2021-01-23
68,9,3345,2021-01-23
99,8,1151,2021-01-23
19,3,1015,2021-01-23
36,10,4236,2021-01-23
91,9,3086,2021-01-23
50,9,2074,2021-01-23
55,7,748,2021-01-23
38,9,2461,2021-01-23
14,3,406,2021-01-23
95,8,1989,2021-01-23
72,2,2057,2021-01-23
67,9,3026,2021-01-23
87,3,1614,2021-01-23
6,5,2769,2021-01-23
36,8,1461,2021-01-23
50,7,3998,2021-01-23
1,8,3923,2021-01-23
81,3,4283,2021-01-23
52,6,265,2021-01-23
70,3,3295,2021-01-23
34,5,1613,2021-01-23
47,2,4431,2021-01-23
50,7,4070,2021-01-23
2,3,4284,2021-01-23
99,5,3869,2021-01-23
20,4,253,2021-01-23
16,4,3625,2021-01-23
15,9,1882,2021-01-23
24,4,1630,2021-01-23
49,10,2019,2021-01-23
100,5,1623,2021-01-23
78,7,1687,2021-01-23
2,3,2867,2021-01-23
85,9,3845,2021-01-23
89,3,1985,2021-01-23
8,2,702,2021-01-23
3,10,1757,2021-01-23
34,1,582,2021-01-23
22,1,2581,2021-01-23
64,4,1890,2021-01-23
78,3,697,2021-01-23
57,5,1669,2021-01-23
49,3,2455,2021-01-23
78,7,2502,2021-01-23
51,3,2611,2021-01-23
73,4,3532,2021-01-23
62,2,1494,2021-01-23
73,2,4273,2021-01-23
13,1,624,2021-01-23
92,1,4032,2021-01-23
99,9,1826,2021-01-23
67,3,3643,2021-01-23
36,2,1941,2021-01-23
55,10,3703,2021-01-23
33,4,3920,2021-01-23
16,6,3373,2021-01-23
22,2,255,2021-01-23
62,9,905,2021-01-23
16,1,3755,2021-01-23
66,1,2114,2021-01-23
15,1,4051,2021-01-23
92,4,785,2021-01-23
9,9,3032,2021-01-23
61,8,331,2021-01-23
59,6,1228,2021-01-23
22,3,2971,2021-01-23
81,3,613,2021-01-23
6,5,2656,2021-01-23
39,4,2538,2021-01-23
40,2,543,2021-01-23
53,8,4437,2021-01-23
99,2,1586,2021-01-23
84,7,2071,2021-01-23
18,5,955,2021-01-23
50,5,2152,2021-01-23
86,8,1312,2021-01-23
58,9,1762,2021-01-23
49,2,2420,2021-01-23
5,10,2891,2021-01-23
18,3,1695,2021-01-23
81,1,3242,2021-01-23
18,10,1823,2021-01-23
72,5,2991,2021-01-23
31,6,4087,2021-01-23
5,2,3170,2021-01-23
84,5,3868,2021-01-23
83,2,2115,2021-01-23
76,10,3096,2021-01-23
75,9,1645,2021-01-23
40,9,1881,2021-01-23
54,8,2401,2021-01-23
25,4,1976,2021-01-23
57,7,3674,2021-01-23
83,6,298,2021-01-23
97,2,3667,2021-01-23
10,5,778,2021-01-23
30,9,2820,2021-01-23
36,5,3623,2021-01-23
71,1,3469,2021-01-23
90,8,3692,2021-01-23
81,8,4117,2021-01-23
24,1,1573,2021-01-23
20,10,225,2021-01-23
22,10,446,2021-01-23
3,4,4291,2021-01-23
62,7,2430,2021-01-23
22,10,1176,2021-01-23
35,7,4152,2021-01-23
74,3,1667,2021-01-23
86,3,2295,2021-01-23
79,1,3570,2021-01-23
23,1,2037,2021-01-23
71,2,923,2021-01-23
75,8,1241,2021-01-23
85,5,2775,2021-01-23
16,2,999,2021-01-23
89,3,4375,2021-01-23
26,8,3189,2021-01-23
58,10,3141,2021-01-23
53,2,1466,2021-01-23
42,6,2445,2021-01-23
38,10,1236,2021-01-23
34,2,3561,2021-01-23
74,7,954,2021-01-23
1,7,856,2021-01-23
35,2,3125,2021-01-23
62,8,340,2021-01-23
70,2,3631,2021-01-23
85,3,2576,2021-01-23
89,9,2666,2021-01-23
100,4,460,2021-01-23
17,10,2628,2021-01-23
70,6,3565,2021-01-23
54,8,1138,2021-01-23
16,9,3659,2021-01-23
46,2,529,2021-01-23
1,9,928,2021-01-23
46,10,1458,2021-01-23
97,6,4359,2021-01-23
90,1,1147,2021-01-23
100,2,3675,2021-01-23
51,2,4102,2021-01-23
50,7,4230,2021-01-23
72,1,4298,2021-01-23
72,9,3088,2021-01-23
91,2,931,2021-01-23
15,3,1983,2021-01-23
24,3,996,2021-01-23
68,5,1035,2021-01-23
14,8,2161,2021-01-23
62,6,1947,2021-01-23
23,7,343,2021-01-23
33,7,2819,2021-01-23
91,6,950,2021-01-23
54,6,247,2021-01-23
49,2,2159,2021-01-23
69,8,1404,2021-01-23
82,4,3602,2021-01-23
69,1,596,2021-01-23
22,3,2112,2021-01-23
96,4,3432,2021-01-23
10,5,1525,2021-01-23
68,6,664,2021-01-23
56,1,3773,2021-01-23
27,9,719,2021-01-23
31,6,1781,2021-01-23
63,3,4062,2021-01-23
84,6,2621,2021-01-23
2,1,3329,2021-01-23
62,1,1036,2021-01-23
67,10,4459,2021-01-23
74,7,3808,2021-01-23
91,5,954,2021-01-23
6,3,1660,2021-01-23
32,1,3267,2021-01-23
50,2,2575,2021-01-23
84,10,3527,2021-01-23
95,6,3832,2021-01-23
72,6,3942,2021-01-23
95,2,4184,2021-01-23
99,4,1504,2021-01-23
46,8,2214,2021-01-23
52,10,2427,2021-01-23
54,4,2720,2021-01-23
81,6,946,2021-01-23
58,2,498,2021-01-23
45,5,959,2021-01-23
10,1,647,2021-01-23
28,8,1745,2021-01-23
24,6,3559,2021-01-23
15,8,571,2021-01-23
53,3,1181,2021-01-23
24,1,4364,2021-01-23
77,4,2914,2021-01-23
68,8,1622,2021-01-23
7,5,2143,2021-01-23
85,4,3562,2021-01-23
51,5,503,2021-01-23
6,9,438,2021-01-23
82,3,4371,2021-01-23
79,6,870,2021-01-23
6,4,4428,2021-01-23
4,3,2887,2021-01-23
3,4,3886,2021-01-23
73,1,2612,2021-01-23
74,9,553,2021-01-23
78,8,1627,2021-01-23
27,3,1005,2021-01-23
82,4,1596,2021-01-23
35,4,1204,2021-01-23
41,9,4225,2021-01-23
4,1,1663,2021-01-23
12,4,2812,2021-01-23
32,7,1035,2021-01-23
83,2,3742,2021-01-23
84,2,2013,2021-01-23
96,3,236,2021-01-23
13,8,4368,2021-01-23
16,9,1686,2021-01-23
39,8,2669,2021-01-23
82,7,1585,2021-01-23
52,5,3019,2021-01-23
93,8,639,2021-01-23
39,2,1550,2021-01-23
38,10,2438,2021-01-23
92,9,4115,2021-01-23
69,2,4056,2021-01-23
41,9,4316,2021-01-23
27,8,2152,2021-01-23
43,10,856,2021-01-23
84,8,2389,2021-01-23
34,5,3149,2021-01-23
27,6,4352,2021-01-23
33,5,3575,2021-01-23
37,5,832,2021-01-23
97,2,4214,2021-01-23
5,4,3082,2021-01-23
57,1,4359,2021-01-23
16,4,1475,2021-01-23
73,1,1407,2021-01-23
72,5,894,2021-01-23
87,3,3761,2021-01-23
52,5,1240,2021-01-23
17,8,4022,2021-01-23
11,6,2476,2021-01-23
76,6,3007,2021-01-23
37,6,2155,2021-01-23
44,9,3721,2021-01-23
70,8,3823,2021-01-23
58,2,371,2021-01-23
87,8,3385,2021-01-23
94,4,537,2021-01-23
26,1,2880,2021-01-23
31,1,3008,2021-01-23
56,2,3984,2021-01-23
65,2,3379,2021-01-23
43,8,1201,2021-01-23
34,6,1616,2021-01-23
